Source,Organization,Job Title,Location,Posted,Applicants Hired,Seniority Level,Employment Type,Job Function,Industry
https://br.linkedin.com/jobs/view/desenvolvedor-java-at-7comm-servi%C3%A7os-e-solu%C3%A7%C3%B5es-em-ti-2496948822?refId=2c8d2f3f-7e7d-4bf6-905f-f5c4f5aada86&trackingId=%2BY98Q6LnxS6QzL0kxt0HZg%3D%3D&position=11&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,7COMm - Serviços e Soluções em TI,Desenvolvedor java,São Paulo. Brasil,Há pouco,25+ Applicants,Assistente,Tempo integral,Engenharia,Tecnologia da informação
https://br.linkedin.com/jobs/view/desenvolvedor-a-java-at-stefanini-brasil-2483483618?refId=2c8d2f3f-7e7d-4bf6-905f-f5c4f5aada86&trackingId=muZojSTUDTTAj6bOcWKfHw%3D%3D&position=12&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Stefanini Brasil,Desenvolvedor(a) JAVA,São Paulo e Região,Há 1 semana,25+ Applicants,Pleno-sênior,Tempo integral,Tecnologia da informação,Tecnologia da informação e serviços 
https://br.linkedin.com/jobs/view/desenvolvedor-java-at-infosys-2476400397?refId=2c8d2f3f-7e7d-4bf6-905f-f5c4f5aada86&trackingId=1yxZz%2BqStw%2B1hmgszq5EIw%3D%3D&position=13&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Infosys,Desenvolvedor Java ,São Paulo. SP,Há 6 dias,25 Applicants,Júnior,Tempo integral,Tecnologia da informação,Tecnologia da informação e serviços 
https://br.linkedin.com/jobs/view/analista-desenvolvedor-java-at-indra-2495446680?refId=2c8d2f3f-7e7d-4bf6-905f-f5c4f5aada86&trackingId=p1SepRYWE%2BVeJO1CAq2J7Q%3D%3D&position=14&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Indra,Analista Desenvolvedor Java,São Paulo. Brasil,Há 23 horas,25+ Applicants,Pleno-sênior,Tempo integral,Tecnologia da informação,Tecnologia da informação e serviços 
https://br.linkedin.com/jobs/view/desenvolvedor-java-at-wipro-limited-2458208484?refId=2c8d2f3f-7e7d-4bf6-905f-f5c4f5aada86&trackingId=m47iHyh%2FApjdip%2FcVX%2FJ5Q%3D%3D&position=15&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Wipro Limited,Desenvolvedor Java,São Paulo. Brasil,Há 3 semanas,45 Applicants,Pleno-sênior,Tempo integral,Tecnologia da informação,Tecnologia da informação e serviços 
https://br.linkedin.com/jobs/view/desenvolvedor-full-stack-java-at-magna-sistemas-2469463582?refId=2c8d2f3f-7e7d-4bf6-905f-f5c4f5aada86&trackingId=Sfn9iost7ioJPDafD5809A%3D%3D&position=16&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,MAGNA SISTEMAS,Desenvolvedor Full Stack Java,São Paulo. Brasil,Há 3 dias,25+ Applicants,Pleno-sênior,Tempo integral,Tecnologia da informação,Tecnologia da informação e serviços 
https://br.linkedin.com/jobs/view/java-developer-at-tata-consultancy-services-2419805149?refId=2c8d2f3f-7e7d-4bf6-905f-f5c4f5aada86&trackingId=Hd8UcSkaT8hMWBS42sJPUQ%3D%3D&position=17&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Tata Consultancy Services,Java Developer,São Paulo. Brasil,Há 4 semanas,131 Applicants,Júnior,Tempo integral,Tecnologia da informação,Tecnologia da informação e serviços 
https://br.linkedin.com/jobs/view/lead-java-developer-at-adp-2469414221?refId=2c8d2f3f-7e7d-4bf6-905f-f5c4f5aada86&trackingId=ipKVgBE%2BBdleYSJqMT974Q%3D%3D&position=18&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,ADP,Lead Java Developer,São Paulo e Região,Há 3 dias,25+ Applicants,Pleno-sênior,Tempo integral,Tecnologia da informação,Recursos humanos
https://br.linkedin.com/jobs/view/desenvolvedor-java-at-dkp-2469448388?refId=2c8d2f3f-7e7d-4bf6-905f-f5c4f5aada86&trackingId=J3prxkWUzqdF8670MI%2BlHQ%3D%3D&position=19&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,DKP,Desenvolvedor Java,São Paulo. SP,Há 3 dias,25+ Applicants,Assistente,Tempo integral,Engenharia,Tecnologia da informação
https://br.linkedin.com/jobs/view/java-backend-engineer-relocation-to-portugal-spain-at-revolut-2450999333?refId=2c8d2f3f-7e7d-4bf6-905f-f5c4f5aada86&trackingId=OFmz5JH95ZaVxLAgwOlFHg%3D%3D&position=20&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Revolut,Java Backend Engineer - Relocation to Portugal/Spain,São Paulo. Brasil,Há 2 semanas,25+ Applicants,Pleno-sênior,Tempo integral,Engenharia,Tecnologia da informação
